st_gene_id	gene_id	gene_symbol	read_count_BN5_1_1	read_count_BN5_1_2	read_count_BN5_2_1	read_count_BN5_2_2	read_count_N5_1_1	read_count_N5_1_2	read_count_ctrl_2_1	read_count_ctrl_2_2
G10090_24024	70829	Ccdc93	596	519	632	937	610	589	807	766
G10090_5477	207728	Pde2a	24601	21489	26782	35434	21823	21258	8028	8059
G10090_22250	56455	Dynll1	2532.04	2303.77	2493.08	2823.89	2928.68	3311.14	3051.11	3154.17
G10090_8677	51944	Knstrn	347	280	96	126	387	427	136	136
G10090_12306	12075	Bfsp1	3	0	3	7	1	1	4	4
G10090_12841	98845	Eps8l2	1	0	1	2	0	0	1	1
G10090_31445	100043688	Amy2a2	0	0.48	0.02	0.62	0	7.5	0	0.02
G10090_17080	14462	Gata3	1554	1384	1842	2462	2683	2709	925	817
G10090_12496	13078	Cyp1b1	1	0	0	0	1	2	2	0
G10090_9717	229524	Msto1	640.68	606.32	248.98	299.05	557.86	639.61	300.69	261.39
G10090_6120	75258	4930563M21Rik	0.98	0	0	3	1	0	0	0
G10090_2774	69654	Dctn2	2518	2149	1165	1348	2254	2336	1411	1362
G10090_9974	14163	Fgd1	1.19	1.17	0	2.38	30.96	19.74	1.19	10.3
G10090_6206	108167533	Gm46041	0	1	0	0	0	1	0	1
G10090_20920	19891	Rpa2	2364	2036	2737	3520	1503	1596	677	722
G10090_19486	68079	Pdcd2l	250	239	143	192	189	199	212	221
G10090_33396	71733	Susd2	252	209	383	377	451	460	54	70
G10090_17113	26934	Racgap1	2810.39	2386.14	4457.54	5485.02	2559.13	2673.94	3549.42	3543.3
G10090_3735	17476	Mpeg1	284	277	1602	1285	804	741	678	583
G10090_24929	100862175	Gm10698	292.97	243.2	0	150.89	220.31	277.03	317.37	0
G10090_22785	17940	Naip1	0	2.4	2.44	13.73	2.42	3.86	0	0.91
G10090_9402	223843	Dbx2	0	0	0	0	0	1	0	0
G10090_13115	17120	Mad1l1	577	465	340	472	549	551	440	441
G10090_18720	18509	Pax7	0	0	0	0	0	0	0	1
G10090_25880	68087	Dcakd	459	422	320	396	336	384	288	260
G10090_13881	75387	Sirt4	194.91	159.53	67.66	74.66	90.26	118.95	66.68	65.49
G10090_16288	320528	Vps13c	838	974	2171	3530	1125	810	1201	1209
G10090_19913	100910	Chpf2	1091.38	866.96	866.05	1005.32	867.61	884.7	1229.73	1042.24
G10090_4229	16592	Fabp5	170	154	46	51	314	313	50	59
G10090_32325	66375	Dhrs7	467	427	599	633	453	495	334	374
G10090_2277	18100	Mrpl40	721.57	645.54	427.98	474.99	601.34	689.11	359.35	473.93
G10090_2095	20604	Sst	0	0	0	0	2	1	0	0
G10090_32000	16821	Lcn4	25	19	11	12	50	41	533	534
G10090_6857	100042503	Ndufb4b	0	0	0	0	8.85	0	0	0
G10090_21654	110821	Pcca	534.57	465.57	366.04	466.57	432.37	415.83	526.94	515.8
G10090_5348	320376	Bcorl1	568	473	365	581	217	176	263	232
G10090_19284	71883	Coq2	391	348	360	425	340	373	574	504
G10090_19302	110542	Amhr2	3	0	1	3	0	1	1	4
G10090_8288	237436	Gas2l3	34.19	40.41	4.66	11.35	71.91	70.73	19.6	11.19
G10090_2866	78797	Ndor1	1166.75	1277.76	959.68	1312.23	1015.57	964.12	1601.53	1593.89
G10090_26987	328577	7530416G11Rik	0.89	2.44	1.09	3.53	2.04	0	3.06	1.2
G10090_1814	76626	Msi2	3692	3236.99	4421	5298	3248.99	3128	1482	1396
G10090_22129	77559	Agl	153.33	127.54	216.43	338.2	355.77	328.02	234.01	231.04
G10090_23076	258434	Olfr934	0	1	0	0	0	0	0	0
G10090_2884	67465	Sf3a1	3691	3004	2136	2914	3855	3647	2556	2408
G10090_16090	320706	Soga1	29.21	28.26	15.8	27.44	47.69	39.74	11.12	15.8
G10090_7122	71856	Wfdc3	0	0	0	0	2	0	0	2
G10090_12478	226594	Rcsd1	5344	4244	2957	3953	3156	3248	5147	4801
G10090_31094	329941	Col8a2	21	19	52	5	3	4	1	2
G10090_17846	213068	Tmem71	2887	2744	1673	2213	2567	2543	2256	2708
G10090_30372	238377	Gpr68	345.29	384.53	238.54	360.91	700.3	709.16	849.34	951.08
G10090_838	22771	Zic1	1.09	1.1	27.48	34.31	0	0	2.09	1.15
G10090_10452	252966	Cables2	2398	2205	2328	3241	2284	2352	986	1081
G10090_660	68458	Ppp1r14a	5	0	0	2	0	3	2	0
G10090_23993	11504	Adamts1	0	0	0	2	2	3	0	0
G10090_6956	74370	Rptor	1074	995	651	1015	1086	1016	1352	1187
G10090_9544	11820	App	36.97	65.44	81.15	128.55	140.76	160.19	331.33	401.33
G10090_13652	22068	Trpc6	21.31	32.38	18.64	23.79	21.72	14.8	4.84	12.62
G10090_4146	67455	Klhl13	0	0	0	0	0	0	0	0
G10090_18639	71702	Cdc5l	2197	1948	1507	1947	2079	2011	1599	1625
G10090_12517	26439	Psg19	1	1	1.96	0	0	1	0	0
G10090_12258	20851	Stat5b	5251.65	4713.43	5160	7030.87	5371.89	5273.43	3805	3650.67
G10090_11507	56360	Acot9	1379.2	1198.61	1137	982.62	795.8	864	683	764
G10090_16223	320981	Enpp6	152	111	855	973	289	258	30	40
G10090_18211	56772	Mllt11	150.02	186.61	89.37	119.53	158.78	165.84	117.03	86.79
G10090_11831	20869	Stk11	2502.31	2105.29	2103.83	2823.98	1990.93	2283.43	2386.58	2118.68
G10090_14398	226419	Dyrk3	11	8	6	19	98	98	20	41
G10090_13435	71046	4933405L10Rik	1	1	0	1	2	0	0	0
G10090_32785	108167964	Gm46321	0	1.81	0.43	0	0	0	0	0
G10090_8230	75458	Cklf	92	74	123.96	127	97.98	114	141	170.99
G10090_25958	11686	Alox12b	0	0	0	0	0	0	0	0
G10090_8949	67727	Stx17	422.09	405.29	276.33	366.7	335.75	300.52	467.89	441.92
G10090_28690	66824	Pycard	1020	807	583	602	1165	1390.12	692.01	771
G10090_2235	381605	Tbc1d2	7	8	13	18	40	29	11	15
G10090_4319	71726	Smug1	224	225.14	185.02	206.01	125.08	142.82	80.32	66
G10090_4726	382562	Pfn4	10	7.03	5.95	3	3.95	15.03	3.81	3
G10090_3459	320460	Vwc2l	0	1	0	0	0	0	0	0
G10090_26879	16573	Kif5b	3134.59	2764.46	2583.75	3866.62	3827.3	3247.99	3188.95	3259.15
G10090_9217	12348	Car11	22	11	0	1	5	3	20	21
G10090_12327	20605	Sstr1	0	0	0	0	0	1	0	0
G10090_11608	232367	Vmn2r27	0	0	0	0	0	0	0	0
G10090_9795	68729	Trim37	1005	846	433.64	619.14	833	786	271	332
G10090_10038	107746	Rapgef1	7279	6288	5171	7090	8328	7945	5655	5217
G10090_18732	20751	Spr	461	400	490	592	397	504	428	475
G10090_19605	22165	Txk	225	254	67	90	349	335	1288	1401
G10090_6027	68115	Maip1	311.69	270.89	177	218.8	335.94	409.94	435	434.75
G10090_18398	69743	Casz1	256	226	398	518	365	371	341	229
G10090_21729	15139	Hc	0	1	4	0	45	50	0	0
G10090_13923	75914	Exoc6b	578	549	449	670	592	544	311	316
G10090_25061	16963	Xcl1	1242	944	166	188	1032	1170	293	329
G10090_23006	93683	Glce	150	147	42	56	151	146	113	105
G10090_13104	228359	Arhgap1	3419.93	2964.59	1870.55	2340.21	2801	2761.32	1838.15	1967.98
G10090_494	319876	Cobll1	1668	1434	1673	2342	917	860	218	238
G10090_2325	70394	Kptn	427	385	181	216	370	439	244	243
G10090_3347	110616	Atxn3	615	566	404	506	538	495	364	365
G10090_10291	380683	Sec14l3	0	2.45	0	0	0.99	1.01	1	1.78
G10090_15319	381379	Med19	475.74	444.29	439.02	604.07	377.89	446.43	374	355.4
G10090_12960	268822	Adck5	293	305	200	223	261	299	267	210
G10090_19175	21927	Tnfaip1	483	426	468	555	480	464	367	350
G10090_7096	18426	Ovol1	4.36	1.56	3.24	0	2.57	6.19	1.48	2.6
G10090_30314	75570	Nhej1	44	62	35	37	59	66	30	48
G10090_16058	20778	Scarb1	304	277	82	86	413	398	292	272
G10090_4008	19305	Pex5	839	721	577	697	705	692	733	686
G10090_4329	109900	Asl	363	298	161	205	411	483	322	262
G10090_31718	228714	Kat14	1017	875	747	1027	881	854.65	970.75	931.45
G10090_4950	50995	Uba2	2982	2578	1638	2141	3217	3118	2053	2126
G10090_9198	11630	Crybg1	1110	1016	1931	2572	1842	1742	2176	2148
G10090_15413	114873	Dscaml1	4	0	1	1	10	7	0	0
G10090_8983	14254	Flt1	389	314	271	456	277	189	9	10
G10090_24261	71756	Cpn2	0	0	0	1	1	0	0	1
G10090_15312	216516	Ccdc157	207.52	152.18	163	286.73	239.59	209.3	162.33	143.4
G10090_2373	66935	Cir1	941	855.25	725	747.44	828.98	821.01	514.06	524.07
G10090_30515	74337	Palm3	55	53	56	85	62	58	214	219
G10090_26235	15925	Ide	5343	5004	2715	3836	4038	3891	1982	2502
G10090_18470	16202	Ilk	1990.58	1804.6	1565	1900	2117.74	2128.88	1934.74	2082.15
G10090_4948	22775	Zik1	52.38	32	28	26	66	51.99	22	27
G10090_30662	77799	Sla2	1084.13	1073.63	1248.24	1714.11	916.62	1007	850.39	1013.71
G10090_4016	11757	Prdx3	1239	1112	534	622	1206	1311	806	823
G10090_5876	15552	Htr1d	2.19	0	1	2.12	0	0	0	0
G10090_11875	260423	Hist1h3f	4.16	3.72	1.5	4.86	3.64	10.63	6.52	14.41
G10090_15627	13656	Egr4	19	6	2	5	181	193	12	5
G10090_32500	11628	Aicda	97	140	36	68	106	108	0	3
G10090_1740	14463	Gata4	1	1	535	540	1	2	13	30
G10090_25029	54409	Ramp2	0	1	1	0	1	0	0	1
G10090_22254	71517	Vsp35l	1552	1243.55	881.09	1317.14	1461.05	1395.21	1239	1188
G10090_14480	67475	Ero1lb	418.04	439.75	763.22	890.81	795.14	690.7	480.95	428.62
G10090_12283	14874	Gstz1	294.97	262.02	97.61	101.66	167.1	192.41	166.33	177.25
G10090_23151	69263	Rfc3	382	404	226	242	436	442	168	198
G10090_15325	74610	Abcb8	630	596	118	130	534	582	234	213
G10090_5589	102631980	Gm30172	0	0	0	0	0	0	1	0
G10090_5	100041057	LOC100041057	50.27	60.79	65.14	83.02	36.14	34.23	104.14	76.31
G10090_10865	110417	Pigh	233.29	235.49	120.47	144.85	233.31	248.61	127.16	125.55
G10090_6821	100040807	Gm2977	0	0	0	1.4	0	0	0	0.78
G10090_27475	100561	Slc15a4	372	296	212	249	364	389	369	382
G10090_7474	20493	Slc10a1	4.78	8.22	9.18	11.93	11.32	7.45	19.81	11.21
G10090_32009	69713	Pin4	155.2	92.98	184	176	76.3	153.7	170.72	138.18
G10090_12716	66805	Tspan1	0	0	1	0	1	1	1	2
G10090_21096	13617	Ednra	0	0	0	0	4.02	0	0	0
G10090_20954	13424	Dync1h1	5984	6753	5745	9686	8156	6045	11311	10717
G10090_14594	100503043	Armcx4	39.84	26.38	9.24	26.6	121.58	125.72	61.2	71.55
G10090_18640	108168680	LOC108168680	4.5	6.05	4.56	16.89	9.79	1.5	9.3	0
G10090_17801	16621	Klkb1	1	0	9	5	0	3	1	0
G10090_30949	627317	Gm6745	101.56	108.65	127.56	129.69	76.5	81.21	63.09	72.47
G10090_8451	229776	Cdc14a	594	539	440	611	730	739	572	518
G10090_1218	67532	Mfap1a	1432.35	1218.99	1864.88	2287.81	1673.53	1630.07	1749.14	1737.88
G10090_5722	67500	Ccar1	2282	2005	1197	1734	2330	2248	1307	1437
G10090_8200	235604	Camkv	3	0	0	0	1	3	0	1
G10090_17055	16068	Il18bp	55	53	110	108	56	67	230	178
G10090_11239	56368	Cyb561d2	319	221	197	210	261	286	226	244
G10090_1599	12654	Chil1	4	2	15	19	18	24	11	7
G10090_5286	16002	Igf2	0	0	1	1	0	0	1	0
G10090_26686	93710	Pcdhga2	0	0	3.21	0	6.36	0	0	0
G10090_31455	56280	Mrpl37	917	822	420	571	810	866	688	704
G10090_5983	27084	Xlr5c	0	0	6.58	0	10	0	12.94	0
G10090_6340	77647	Trat1	33	29.71	9.28	19.23	540.68	553.02	396.76	434.15
G10090_621	15370	Nr4a1	9547	8825	6940	10010	9813	10207	11584	10767
G10090_16858	12340	Capza1	10047	8582	4881	5839	10081	9846	5690	5955
G10090_21920	77011	Ticrr	432	374	85.55	106	630	542	65	49
G10090_12728	22724	Zbtb7b	860	880	389	603	1156	1085	100	95
G10090_19528	58239	Dexi	272.9	234.03	270.5	303.03	311.07	346.02	431.39	371.04
G10090_25469	68342	Ndufb10	1148	983	729	874	1038	1145	865	955
G10090_5247	215160	Rhbdd2	290.19	245.25	244.87	299.41	242.76	247.08	381.85	347.58
G10090_25604	12525	Cd8a	9696.04	8761.99	6336	7519	2505	2447	20201	17854
G10090_4274	11548	Adra1b	2.59	0	0.7	0.86	0	0	0	2.85
G10090_6149	69697	Camsap3	1.02	2.06	4.9	3.61	15.09	11	4.44	12.08
G10090_6239	54153	Rasa4	27	32	52	52	80	75	174	130
G10090_29936	63859	Impg1	7.2	3.13	2.03	2	0	3.01	6.02	8
G10090_31382	12609	Cebpd	78.79	73.68	24.22	34.04	123.18	155.65	16.83	14.42
G10090_6586	30952	Cngb3	0	0	0	0	0	1	1	0
G10090_270	76884	Cyfip2	7932	7105	6448	8852	10421	9227	10664	9474
G10090_20393	22702	Zfp42	0	0	0	0	1	2	0	0
G10090_3804	69232	Qrich1	3111	2672	2209	2948	3360	3158	3544	3614
G10090_20455	170725	Capn8	0	0	0	0	0	1	0	0
G10090_24038	60409	Trappc4	825	740	501	579	667	744	423	411
G10090_27179	68092	Ncbp2	838	661	302	431	640	716	387	414
G10090_28029	26568	Slc27a3	21.13	27.52	35.1	37.03	26.12	35.09	23.32	20
G10090_5387	76577	Faf2	1491	1317	967	1281	1417	1360	931	894
G10090_12207	210766	Brcc3	733	630	545	661	653	676	666	642
G10090_5069	69137	Vstm5	4	9	0	0	8	9	0	0
G10090_14657	21357	Tarbp2	455	439	197	224	401	431	394	396
G10090_14543	242521	Klhl9	792	746	756	1132	870	890	1179	1332
G10090_16839	224044	Cyp2ab1	5	2	4	3	7	3	0	1
G10090_11344	11815	Apod	4.04	2.07	5.06	7.73	8.98	9.43	11.66	8.57
G10090_1723	14183	Fgfr2	52	49	30	18	77	57	3	0
G10090_24547	18530	Pcdh8	2	0	0	0	1	0	0	1
G10090_14447	232821	Ccdc106	3	3	6	10	10	8	10	7
G10090_27505	224318	Speer2	0	0	0	0	0	0	0	0
G10090_26507	100038947	LOC100038947	8.73	6.05	26.39	16.68	32.17	22.56	10.58	15.13
G10090_18819	20899	Stra8	0	0	0	1.99	2	1	0	0
G10090_2432	666311	Zscan25	447.79	411.12	375.81	533.48	351.66	343.73	481.11	448.28
G10090_6140	58203	Zbp1	1537	1555	2588	2431	2668	2790	5614	4373
G10090_18325	66241	Tmem9	475	460	184	209	600	651	486	436
G10090_9700	381101	Dnph1	35.06	27.76	7.1	7.26	75.81	69.71	2.88	3.08
G10090_3390	239552	Apol8	17.49	11	69	105.02	166.93	140	169.1	175.35
G10090_13773	70470	Rprd1b	1130	960	560	722	902	880	854	685
G10090_19063	210998	Fam91a1	1065	1112	985	1371	1463	1321	1591	1687
G10090_2923	234023	Arglu1	1590	1667	1585	2005	1553	1641	1417	1394
G10090_17953	319642	Rab9b	0	0	0.62	1	1	0	0	1
G10090_22959	13688	Eif4ebp2	8847	7543	4649	6216	7787	7489	6948	6000
G10090_1363	320343	Lypd6	0	0	0	0	0	0	0	0
G10090_15476	14678	Gnai2	18169	14879	11174	13879	19498	21249	13482	13067
G10090_26331	107733	Mrpl41	639.07	499.82	364.49	451.87	507.37	588.24	309.58	397.91
G10090_23944	67695	Ost4	2112.02	1833.73	1674.33	1824.53	1786.52	1848.37	1195.55	1328.28
G10090_14907	223649	Nrbp2	139	155	36	42	236	254	19	8
G10090_1465	268354	Fam19a2	1	1	0	0	0	0	0	1
G10090_31493	338375	Atp6v1g3	2	0	0	1	5	8	3	1
G10090_29160	67898	Pef1	706	603	431	488	601	617	442	450
G10090_14984	71777	Ing3	989	883	1130	1564	1244	1314	2050	2029
G10090_25381	331474	Rtl5	6	3	5	10	13	24	15	12
G10090_6761	23802	Amfr	5460	4696	3581	4371	4541	4604	2859	2647
G10090_3898	104886	Rab15	2	0	3.58	0	2.72	6.23	0	2.81
G10090_17554	14248	Flii	4226	3802	3003	4572	4208	4061	2854	2750
G10090_21181	70325	Pigw	71.18	88	41	73	62.18	67.07	65	63
G10090_3777	192775	Kcnh6	7335.58	6612.74	6430.5	7827.95	7417.72	6312.79	4495.96	7259.83
G10090_14211	12390	Cav2	8	11	3	3	12	14	0	2
G10090_15105	101113	Snx21	51.29	40.87	33.81	37.66	54.5	66.21	45.5	41.34
G10090_5302	380669	Lin28b	0	0	1.95	0	0	0	0	1.03
G10090_3049	20423	Shh	0	1	0	0	1	3	0	0
G10090_20758	229595	Adamtsl4	206.21	137.96	129.74	155.92	248.45	254.15	69.49	95.14
G10090_560	20238	Atxn1	5101	4357	3382	4445	3679.9	3618	571	574
G10090_30794	27973	Vkorc1	151	146	160	181	115	137	276	254
G10090_29703	319170	Hist1h2an	0	3.06	0	6.87	0	3.25	4.45	3.1
G10090_11347	338337	Cog3	1122	1050	1002	1499	1088	1093	1215	1167
G10090_13106	380711	Rap1gap2	914	865	1747	2379	1733	1574	335	325
G10090_1205	229714	Gpr61	0	0	0	1	0	0	0	2
G10090_4827	20402	Zfp106	4039	3755	2241	3326	4808	3801	3443	3247
G10090_11961	320538	Ubn2	877.66	863.12	860.13	1356.26	998.08	733.45	977.84	922.94
G10090_30049	622402	Akr1c12	5.62	0	0	5.82	7.14	3.64	6.65	10.04
G10090_1339	319655	Podxl2	1	0	1	1	1	3	2	2
G10090_11506	100504263	2210418O10Rik	0	0	19.09	148.08	128.24	0	140.59	177.97
G10090_11192	20103	Rps5	24393	22408	15717	16451	18507	20031	34672	34834
G10090_12210	100041354	Gm3286	2.58	2	0	4.99	0	0	2.12	5.29
G10090_3957	319520	Dusp4	6136	4866	4158	6181	3329	3080	534	513
G10090_21911	104348	Zfp120	315.42	319.67	244.92	270.17	314.84	288.89	239.05	236.73
G10090_10187	67390	Mrm3	108	106	64	78	68	103	117	116
G10090_14068	67681	Mrpl18	884.1	785.05	434.27	487.03	891.22	1019.47	522.14	579.54
G10090_31638	14489	Mtpn	4399.4	3796.93	2773.96	3398	4004.14	3769.72	3122.72	3002.35
G10090_30974	78654	1700066C05Rik	16.16	9.2	8.37	15.17	13.4	12.66	18.02	13.51
G10090_22809	30840	Fbxl6	1183	1008	623	762	917	1005	951	904
G10090_26029	66445	Cyc1	1618	1365	783	882	1420	1632	1119	1195
G10090_6639	76486	Ly6k	46	38	9	18	36	41	105	83
G10090_10137	171282	Acot4	4.45	1.02	2.25	5.13	0	0	3.18	7.78
G10090_12438	13433	Dnmt1	3887	3251	1635	2221	4191	3697	2205	1869
G10090_20947	100041488	Gm11937	0	0	1	0	0	0	0	0
G10090_13031	546840	Ldlrad1	4.02	1.06	3	2	3	3.92	6	3
G10090_9374	21815	Tgif1	2703	2293	2611	3364	2397	2481	3081	2310
G10090_12006	433809	Rnf207	2.07	5.04	1.03	3.02	2.02	5.06	1.29	3.11
G10090_32371	52700	Txndc17	923	878	671.01	810.07	1032.11	1105	668	685.04
G10090_20046	231290	Slc10a4	0	0	1	0	1	0	0	0
G10090_20917	227120	Plcl1	556.87	539.14	271.68	405.07	363.71	320.16	33.21	45.07
G10090_23488	108168405	LOC108168405	2.01	7.87	9.51	7.26	9.78	15.37	10.79	5.57
G10090_26651	13835	Epha1	13.6	15.25	3.26	14.34	15.44	19.12	9.83	20.17
G10090_12551	227929	Cytip	7791.65	6953.01	11417.28	15484.59	8590.71	8752.3	11969.19	13363.68
G10090_22106	73694	Ndufaf7	404.19	360.82	218.58	280.37	359.76	369.33	187.65	242.88
G10090_8274	11841	Arf2	270	210	264	258	288	286	246	269
G10090_17851	74174	Gtsf1	0	0	0	0	0	0	0	0
G10090_17631	21912	Tspan7	0	0	2	0	0	7	2	2
G10090_4671	51796	Srrm1	4455	4159	3314	4613	5239	4885	5416	4784
G10090_9289	15357	Hmgcr	1841	1621	965	1477	2216	2013	1124	1165
G10090_22692	242805	Ankrd65	1	1.06	3.87	3.79	2.57	2.56	1.25	0.92
G10090_1889	67489	Ap4b1	571	589	531	656	484	537	605	572
G10090_25860	67834	Idh3a	1288	1197	841	1016	1305	1451	989	1053
G10090_12744	52668	Ifi27	2215.94	2317.94	1303.73	1432.83	1834.96	1964.91	1378.06	1504.11
G10090_12860	17220	Mcm7	2950	2455	874	1074	2876	3007	1316	1291
G10090_29436	56374	Tmem59	1490	1213	1537	1656	1465	1587	2004	2023
G10090_10570	217695	Zfyve1	742	695	601	795	654	667	647	637
G10090_14533	233805	Dcun1d3	179.08	183.57	236.27	262.21	166.65	173	362.13	282.3
G10090_18552	71833	Dcaf7	3371	2948	2411	3096	3092	2781	2362	2365
G10090_10515	16997	Ltbp2	1	1	0	0	0	3	1	0
G10090_2717	11441	Chrna7	0	0	0	0	0	0	0	1
G10090_3285	16532	Kcnu1	21	20	16	12	10	18	1	2
G10090_29283	14155	Fem1b	845	733	476	624	1124	1188	753	707
G10090_17480	223978	Cpped1	392	347	151	187	298	294	92	79
G10090_8462	12894	Cpt1a	2703	2132	1512	2438	2126	1923	1195	1454
G10090_18011	241324	Crb2	4	2.98	5.03	7.03	2	3.03	3.02	2
G10090_12708	100042929	H2al1c	0	0	0	0	0	0	0	0
G10090_2959	16865	Eif2d	1037.09	916.15	643.65	749.92	928.1	912.47	666.31	659.8
G10090_9590	210356	Nckap5	0	0	0	0	0	0	0	0
G10090_17878	14539	Opn1mw	0	0	0	0	0	0	1	0
G10090_1420	65115	Bean1	1	2	0	0	0	0	0	1
G10090_7761	17392	Mmp3	0	0	0	0	0	0	0	0
G10090_30039	57751	Rnf25	421	439	462	494	383	438	406	473
G10090_31539	68082	Dusp19	121	82	87	93	152	135	67	68
G10090_724	192950	Nacad	16	10	27	33	12	17	29	32
G10090_11392	433597	Gm5538	0	0	0	0	0	0	6	14
G10090_5851	381738	Drc1	23	37	23	25	60	56	119	98
G10090_11029	233186	Siglecf	1	0	0	3	8	7	4	2
G10090_15273	231868	E130309D02Rik	1336	1049	986	1104	1237	1359	1216	1139
G10090_15724	71998	Slc25a35	79	65	25	51	123	73	44	23
G10090_30458	17064	Cd93	44.73	20.07	19.05	27.36	37.07	47.64	35.49	32.03
G10090_10731	80384	Tex21	0	0	1	0	0	0	0	1
G10090_7729	218232	Ptpdc1	2	4	3	13	53	36	38	23
G10090_20230	225432	Rbm27	1662	1463	1456	2200	1930	1661	2011	2012
G10090_7811	72774	Neil1	377.13	328.11	746.48	959.99	383.8	415.39	647.81	607.18
G10090_1343	67255	Zfp422	722.1	589.42	336.5	375.24	610.2	661.91	593.31	519.86
G10090_15541	21981	Ppp1r13b	1242	985	1956	2598	1019	913	3435	2899
G10090_15730	102635944	Gm33153	0	0	0	0	0	0	0	1
G10090_20902	330096	Shisa3	1120	1026.86	219.79	209.54	267.86	274	6	11.32
G10090_8551	319200	Gpr82	2	1	2	1	2	0	0	2
G10090_33423	22409	Wnt10a	940	891	376	331	121	107	27	35
G10090_27964	66414	Ndufa12	781	771	434	440	719	796	392	449
G10090_1175	100042100	Gm3667	10.89	8.24	3.79	3.38	3.06	3.16	0.14	3.89
G10090_4578	319455	Pld5	0.98	0	0	0	0	0.13	0	1.99
G10090_5917	73032	Ttc9b	0	0	4	2	1	1	0	3
G10090_6867	268564	Zbtb1	1561	1393	1347.5	1755	1482	1375	873	872
G10090_15120	68552	Smim14	1279	1113	1122	1256	874	983.29	882	844
G10090_3889	21453	Tcof1	4489	4052	2820	3556	4421	4245	6167	5057
G10090_8563	102423	Hinfp	607.11	523.96	518.53	720.05	494.93	529.81	580.18	517.98
G10090_33784	73710	Tubb2b	108.82	90.77	140.12	253.08	285.43	320.63	91.35	131.4
G10090_22685	15110	Hand1	0	0	0	0	1	0	0	0
G10090_22413	209558	Enpp3	3	3	46	33	5	7	2	2
G10090_30131	67458	Ergic1	1366	1082	909	1092	1325	1350	687	625
G10090_6226	68011	Snrpg	1525	1320	1048	1196	1458	1478	1360	1569
G10090_2975	54367	Zfp326	387	344	362	522	458	454	434	439
G10090_14963	72368	Borcs8	1674.08	1295.82	838.84	1051.92	1374.75	1528.8	905.5	1016.96
G10090_4734	84113	Ptov1	45.92	36.55	39.6	67.48	150.28	185	356.1	251.08
G10090_29028	666185	Gm7969	4.51	0	0	6.65	2.1	3.64	3.62	2.03
G10090_19150	22190	Ubc	48944.18	44018.15	42446	66835.9	64227.05	64942.78	70648.2	65436.51
G10090_33255	114774	Pawr	73	35.97	317.92	260.97	89	93.95	14	9.95
G10090_27496	319159	Hist1h4j	0	1.65	0	4.01	0	2.25	0	1.67
G10090_23968	266614	Ly6g5b	8	7	17	16	13	21	30	15
G10090_8252	102638047	LOC102638047	99.97	106.34	166.23	185.54	121.74	153.73	351.02	306.19
G10090_30156	14365	Fzd3	1.01	0	3.06	5.41	1.74	2.01	2.14	1.6
G10090_13091	11837	Rplp0	101303	86125	42864	46539	75990	83977	93316	97341
G10090_27251	66042	Sostdc1	382	330	6145	6731	801	849	70	177
G10090_24620	84094	Plvap	2	6	13	8	5	11	3	5
G10090_17317	66966	Trit1	241	232	183	238	220	217	309	256
G10090_24762	59287	Ncstn	2156.77	2002.67	1340.16	1744.05	2055.13	1979.72	1485.44	1331.76
G10090_1261	242584	Wdr78	37	37	23.18	31	32	25	55	81.02
G10090_18883	64659	Mrps14	512	435	242	249	473	459	308	309
G10090_28066	224824	Pex6	1244	1013	798	1027	810	890	985	941
G10090_9577	74892	4930447A16Rik	0	0	0	0	0	0	0	0
G10090_14651	69106	Stoml1	774	755	405	459	380	381	458	388
G10090_32588	635504	Gm7160	1	3	3	4	10	4	6	4
G10090_1295	72886	Yju2	279	221	207	269	249	276	301	336
G10090_17562	74178	Stk40	1364	1142	850	1234	1700	1721	1205	1110
G10090_25875	11977	Atp7a	256.73	254.85	287.95	415.43	312.09	252.96	382.03	411.75
G10090_4304	241112	Catip	0	0	0	1	0	0	2	0
G10090_432	50755	Fbh1	1005.02	920.68	656.65	884.56	927.11	961	700.83	690.57
G10090_12169	22325	Vav2	1029	891	685	883	685	682	183	157
G10090_24577	16430	Stt3a	2917	2532	1808	2371	2639	2504	1701	1600
G10090_25521	20532	Slc3a1	2.47	2.15	5.64	10.49	5.69	0	2.38	10.81
G10090_791	330217	Gal3st4	30	23	25	26	17	26	28	21
G10090_21026	18108	Nmt2	704.85	580.76	2008.52	2832.9	679.63	667.63	764.46	963.13
G10090_26020	246735	AY074887	15.74	14.86	7.37	9.96	11.62	9.44	5.57	13.45
G10090_24510	12053	Bcl6	1102	992	578	942	1800	1720	237	259
G10090_19009	353190	Edc3	1155	941	613	727	967	882	546	560
G10090_19085	69582	Plekhm2	1036	966	1151	1543	1158	1065	764	850
G10090_24272	20472	Six2	0	0.58	5.11	0	2.46	3.03	0	1.98
G10090_8297	65111	Dap3	1933	1729	908	1152.18	1606	1713	1166.09	1248.77
G10090_20096	68018	Col4a3bp	1840	1782	1584	2155	1396	1308	983	1038
G10090_13463	117589	Asb7	413.67	356.55	303.11	394	333.02	377.4	329.88	288
G10090_19815	67948	Fbxo28	1141	1021	1004	1330	1023	1101	1236	1287
G10090_10237	12013	Bach1	494	433	516	764	657	669	900	866
G10090_2066	27059	Sh3d19	19	27	40	47	75	91	16	18
G10090_31226	212518	Sprn	0	0	0	0	0	0	0	0
G10090_20430	213043	Aox2	2	2	1	0	0	0	0	0
G10090_13068	223726	Mpped1	0	0	0	0.98	0	0	0	0
